timestamp,object_id,motion_state,range_m,azimuth_deg,elevation_deg,x,y,z,vRel,snr,direction,classification
2025-07-31T12:51:42.280593,0,SPEEDING,2.23,0.0,0.0,0.27,2.21,-0.37,0.71,2.0,AWAY,HUMAN
2025-07-31T12:51:42.349730,0,SPEEDING,2.19,0.0,0.0,0.27,2.17,-0.34,0.65,2.0,AWAY,HUMAN
2025-07-31T12:51:42.412417,0,SPEEDING,2.16,0.0,0.0,0.3,2.14,-0.27,0.69,2.0,AWAY,HUMAN
2025-07-31T12:51:42.478128,0,SPEEDING,2.13,0.0,0.0,0.35,2.1,-0.19,0.85,2.0,AWAY,HUMAN
2025-07-31T12:52:33.199036,3,MOVING,4.64,0.0,0.0,-3.15,3.4,-0.0,0.28,2.0,AWAY,HUMAN
2025-07-31T12:52:33.259667,3,MOVING,4.62,0.0,0.0,-3.14,3.39,-0.0,0.28,2.0,RIGHT,HUMAN
2025-07-31T12:52:33.318805,3,MOVING,4.61,0.0,0.0,-3.13,3.38,-0.0,0.29,2.0,RIGHT,HUMAN
2025-07-31T12:52:33.378102,3,MOVING,4.59,0.0,0.0,-3.12,3.37,-0.01,0.31,2.0,RIGHT,HUMAN
2025-07-31T12:52:33.437106,3,STATIONARY,4.57,0.0,0.0,-3.1,3.36,-0.02,0.0,2.0,STATIC,HUMAN
2025-07-31T12:52:33.497444,3,STATIONARY,4.57,0.0,0.0,-3.1,3.36,-0.02,0.0,2.0,STATIC,HUMAN
2025-07-31T12:52:33.557537,3,STATIONARY,4.56,0.0,0.0,-3.09,3.36,-0.02,0.08,2.0,RIGHT,HUMAN
2025-07-31T12:52:33.618128,3,MOVING,4.56,0.0,0.0,-3.08,3.36,-0.03,0.11,2.0,RIGHT,HUMAN
2025-07-31T12:52:33.691555,3,MOVING,4.56,0.0,0.0,-3.08,3.36,-0.03,0.11,2.0,RIGHT,HUMAN
2025-07-31T12:52:33.754035,3,MOVING,4.56,0.0,0.0,-3.08,3.36,-0.03,0.11,2.0,RIGHT,HUMAN
2025-07-31T12:52:33.814160,3,MOVING,4.56,0.0,0.0,-3.08,3.36,-0.03,0.11,2.0,RIGHT,HUMAN
2025-07-31T12:52:54.470502,4,MOVING,5.06,0.0,0.0,-3.06,4.03,0.0,0.21,2.0,TOWARDS,HUMAN
2025-07-31T12:52:54.530873,4,STATIONARY,5.07,0.0,0.0,-3.07,4.04,0.0,0.0,2.0,STATIC,HUMAN
2025-07-31T12:52:54.590807,4,STATIONARY,5.07,0.0,0.0,-3.07,4.04,0.0,0.05,2.0,STATIC,HUMAN
2025-07-31T12:52:54.650377,4,STATIONARY,5.07,0.0,0.0,-3.07,4.04,0.0,0.05,2.0,STATIC,HUMAN
2025-07-31T12:52:54.709693,4,STATIONARY,5.07,0.0,0.0,-3.07,4.04,0.0,0.05,2.0,STATIC,HUMAN
2025-07-31T12:52:54.769826,4,STATIONARY,5.07,0.0,0.0,-3.07,4.04,0.0,0.05,2.0,STATIC,HUMAN
2025-07-31T12:52:55.055326,5,SPEEDING,2.26,0.0,0.0,-1.62,1.58,0.1,0.78,2.0,RIGHT,HUMAN
2025-07-31T12:52:55.115974,5,SPEEDING,2.23,0.0,0.0,-1.57,1.58,0.09,0.75,2.0,RIGHT,HUMAN
2025-07-31T12:52:55.176658,5,SPEEDING,2.2,0.0,0.0,-1.51,1.59,0.08,0.75,2.0,RIGHT,HUMAN
2025-07-31T12:52:55.262765,5,SPEEDING,2.16,0.0,0.0,-1.47,1.59,0.03,0.76,2.0,RIGHT,HUMAN
2025-07-31T12:52:55.351052,5,SPEEDING,2.05,0.0,0.0,-1.08,1.74,-0.01,1.17,2.0,RIGHT,HUMAN
2025-07-31T12:52:55.411125,5,SPEEDING,2.04,0.0,0.0,-1.03,1.77,-0.0,1.15,2.0,RIGHT,HUMAN
2025-07-31T12:52:55.473335,5,SPEEDING,2.04,0.0,0.0,-0.97,1.8,0.01,1.19,2.0,RIGHT,HUMAN
2025-07-31T12:52:55.535481,5,SPEEDING,2.04,0.0,0.0,-0.93,1.81,-0.04,1.15,2.0,RIGHT,HUMAN
2025-07-31T12:52:55.595444,5,SPEEDING,2.03,0.0,0.0,-0.87,1.84,0.03,1.15,2.0,RIGHT,HUMAN
2025-07-31T12:52:55.656386,5,SPEEDING,2.04,0.0,0.0,-0.81,1.87,0.02,1.16,2.0,RIGHT,HUMAN
2025-07-31T12:52:55.716648,5,SPEEDING,2.01,0.0,0.0,-0.75,1.87,0.02,1.11,2.0,RIGHT,HUMAN
2025-07-31T12:52:55.776979,5,SPEEDING,1.99,0.0,0.0,-0.69,1.87,-0.01,1.06,2.0,RIGHT,HUMAN
2025-07-31T12:52:55.837945,5,SPEEDING,1.96,0.0,0.0,-0.64,1.86,0.0,1.0,2.0,RIGHT,HUMAN
2025-07-31T12:52:55.898669,5,SPEEDING,1.95,0.0,0.0,-0.56,1.86,0.05,1.03,2.0,RIGHT,HUMAN
2025-07-31T12:52:55.959517,5,SPEEDING,1.94,0.0,0.0,-0.47,1.88,0.1,1.08,2.0,RIGHT,HUMAN
2025-07-31T12:52:56.019348,5,SPEEDING,1.93,0.0,0.0,-0.41,1.88,0.08,1.08,2.0,RIGHT,HUMAN
2025-07-31T12:52:56.080762,5,SPEEDING,1.92,0.0,0.0,-0.34,1.89,0.08,1.1,2.0,RIGHT,HUMAN
2025-07-31T12:52:56.141253,5,SPEEDING,1.92,0.0,0.0,-0.26,1.91,0.1,1.17,2.0,RIGHT,HUMAN
2025-07-31T12:52:56.201542,5,SPEEDING,1.93,0.0,0.0,-0.18,1.92,0.12,1.23,2.0,RIGHT,HUMAN
2025-07-31T12:52:56.261774,5,SPEEDING,1.94,0.0,0.0,-0.11,1.94,0.14,1.27,2.0,RIGHT,HUMAN
2025-07-31T12:52:56.321469,5,SPEEDING,1.96,0.0,0.0,-0.04,1.96,0.14,1.3,2.0,RIGHT,HUMAN
