timestamp,object_id,motion_state,range_m,azimuth_deg,elevation_deg,x,y,z,vRel,snr,direction,classification
2025-07-31T16:32:42.906971,HUMAN_20250731_163242_19,MOVING,8.41,2.4289830938751416,6.7793075959320745,0.81,8.31,0.99,0.24,2.0,AWAY,HUMAN
2025-07-31T16:32:43.274070,HUMAN_20250731_163243_19,MOVING,8.4,2.2988740928354208,6.43864826308603,0.76,8.31,0.94,0.28,2.0,LEFT,HUMAN
2025-07-31T16:32:43.616328,HUMAN_20250731_163243_19,MOVING,8.37,2.137535027381421,6.31963701024477,0.71,8.29,0.92,0.38,2.0,LEFT,HUMAN
2025-07-31T16:32:44.016009,HUMAN_20250731_163244_19,MOVING,8.33,2.0864361643664764,6.41469523849817,0.69,8.25,0.93,0.44,2.0,LEFT,HUMAN
2025-07-31T16:32:44.449687,HUMAN_20250731_163244_19,MOVING,8.31,1.9501419129279245,6.744115725498496,0.65,8.23,0.98,0.49,2.0,LEFT,HUMAN
2025-07-31T16:32:44.791813,HUMAN_20250731_163244_19,MOVING,8.3,1.918479301905649,6.391690257638706,0.64,8.22,0.92,0.48,2.0,LEFT,HUMAN
2025-07-31T16:32:45.142267,HUMAN_20250731_163245_19,SPEEDING,8.27,1.738778811238156,5.682113893954092,0.58,8.21,0.82,0.55,2.0,LEFT,HUMAN
2025-07-31T16:32:45.498584,HUMAN_20250731_163245_19,SPEEDING,8.25,0.0,0.0,0.56,8.19,0.84,0.57,2.0,LEFT,HUMAN
2025-07-31T16:32:45.498584,HUMAN_20250731_163245_29,MOVING,12.45,0.0,0.0,-3.74,11.74,1.76,0.21,2.0,AWAY,HUMAN
2025-07-31T16:32:45.856056,HUMAN_20250731_163245_19,SPEEDING,8.22,0.0,0.0,0.55,8.16,0.81,0.55,2.0,LEFT,HUMAN
2025-07-31T16:32:45.856056,HUMAN_20250731_163245_29,MOVING,12.44,0.0,0.0,-3.74,11.73,1.76,0.18,2.0,AWAY,HUMAN
2025-07-31T16:32:48.245535,HUMAN_20250731_163248_19,SPEEDING,3.82,-0.22200826719882458,-1.4137019747128494,-0.07,3.82,-0.09,0.78,2.0,AWAY,HUMAN
2025-07-31T16:32:48.742934,HUMAN_20250731_163248_19,SPEEDING,3.77,-0.32312278637986447,-1.1571515173028248,-0.11,3.77,-0.08,0.79,2.0,AWAY,HUMAN
2025-07-31T16:32:49.205688,HUMAN_20250731_163249_19,SPEEDING,3.72,-0.4172968917631853,-1.0623591427759076,-0.14,3.72,-0.07,0.8,2.0,AWAY,HUMAN
2025-07-31T16:32:49.637235,HUMAN_20250731_163249_19,SPEEDING,3.67,-0.5074982452601223,-0.5537618946962575,-0.17,3.67,-0.04,0.81,2.0,AWAY,HUMAN
2025-07-31T16:32:50.039442,HUMAN_20250731_163250_19,SPEEDING,3.62,-0.5502885607281804,-0.04628233535819594,-0.18,3.62,-0.0,0.83,2.0,AWAY,HUMAN
2025-07-31T16:32:50.413079,HUMAN_20250731_163250_19,SPEEDING,3.58,-0.5645147221246675,-0.0193696630115372,-0.19,3.57,-0.0,0.83,2.0,AWAY,HUMAN
2025-07-31T16:32:51.030776,HUMAN_20250731_163251_19,SPEEDING,1.37,-0.22580195225889574,-2.9370097465054696,-0.07,1.37,-0.07,0.65,2.0,AWAY,HUMAN
2025-07-31T16:32:51.393837,HUMAN_20250731_163251_19,SPEEDING,1.33,-0.34033552077019963,-3.133443261709947,-0.11,1.32,-0.07,0.66,2.0,AWAY,HUMAN
2025-07-31T16:32:51.761349,HUMAN_20250731_163251_19,SPEEDING,1.29,-0.4510209438056448,-3.0500043494369375,-0.15,1.28,-0.07,0.67,2.0,AWAY,HUMAN
2025-07-31T16:32:52.129613,HUMAN_20250731_163252_19,SPEEDING,1.26,-0.5393765234811971,-1.5781638390821604,-0.18,1.24,-0.03,0.69,2.0,AWAY,HUMAN
2025-07-31T16:32:52.501069,HUMAN_20250731_163252_19,SPEEDING,1.22,-0.6034430221484764,-2.3746942023594224,-0.2,1.2,-0.05,0.72,2.0,AWAY,HUMAN
2025-07-31T16:32:52.884158,HUMAN_20250731_163252_19,SPEEDING,1.18,-0.6658704711077337,-2.1989421166958167,-0.22,1.16,-0.05,0.74,2.0,AWAY,HUMAN
2025-07-31T16:33:42.307163,HUMAN_20250731_163342_26,STATIONARY,0.65,0.0645529951836327,5.4280980486745944,0.03,0.64,0.06,0.02,2.0,STATIC,HUMAN
2025-07-31T16:33:43.034681,HUMAN_20250731_163343_26,STATIONARY,0.64,0.03386781202217098,6.487899368183003,0.02,0.64,0.07,0.05,2.0,STATIC,HUMAN
2025-07-31T16:33:43.494587,HUMAN_20250731_163343_26,STATIONARY,0.64,0.023989068940717683,6.913588137355945,0.01,0.64,0.08,0.05,2.0,STATIC,HUMAN
2025-07-31T16:33:43.942471,HUMAN_20250731_163343_26,STATIONARY,0.64,0.017892972235493736,7.091169058586899,0.01,0.64,0.08,0.0,2.0,STATIC,HUMAN
2025-07-31T16:33:44.392678,HUMAN_20250731_163344_26,STATIONARY,0.64,0.018753935109316982,6.945660780975267,0.01,0.64,0.08,0.0,2.0,STATIC,HUMAN
2025-07-31T16:33:44.792559,HUMAN_20250731_163344_26,STATIONARY,0.63,-0.002562355218104289,6.801592490878518,-0.0,0.63,0.08,0.02,2.0,STATIC,HUMAN
2025-07-31T16:33:45.180299,HUMAN_20250731_163345_26,STATIONARY,0.62,0.030759810254432838,6.395120593312129,0.01,0.62,0.07,0.03,2.0,STATIC,HUMAN
2025-07-31T16:33:45.566410,HUMAN_20250731_163345_26,STATIONARY,0.62,0.036681717435053815,6.017068482536038,0.02,0.62,0.07,0.04,2.0,STATIC,HUMAN
2025-07-31T16:33:45.955933,HUMAN_20250731_163345_26,STATIONARY,0.62,0.03842951030639969,5.913451285170823,0.02,0.62,0.06,0.0,2.0,STATIC,HUMAN
