timestamp,object_id,motion_state,range_m,azimuth_deg,elevation_deg,x,y,z,vRel,snr,direction,classification
2025-07-31T15:51:11.456276,obj_13,MOVING,5.85,-5.802380021160294,5.399073960457346,-1.32,5.67,0.55,0.15,2.0,TOWARDS,HUMAN
2025-07-31T15:51:11.828017,obj_13,STATIONARY,5.86,-5.8106956848210105,5.399074064560118,-1.32,5.68,0.55,0.0,2.0,STATIC,HUMAN
2025-07-31T15:51:12.183262,obj_13,MOVING,5.86,-5.807874075727548,5.384601450108722,-1.32,5.69,0.55,0.08,2.0,TOWARDS,HUMAN
2025-07-31T15:51:12.548243,obj_13,MOVING,5.87,-5.771517204138287,5.566869770613216,-1.31,5.69,0.57,0.13,2.0,TOWARDS,HUMAN
2025-07-31T15:51:12.934795,obj_13,MOVING,5.88,-5.744470406425485,5.65854888183448,-1.31,5.7,0.58,0.14,2.0,TOWARDS,HUMAN
2025-07-31T15:51:13.347974,obj_13,MOVING,5.87,-5.901087576869639,5.41944291791773,-1.34,5.68,0.55,0.09,2.0,LEFT,HUMAN
2025-07-31T15:51:13.774805,obj_13,MOVING,5.87,-5.945035466268105,5.157286052195562,-1.35,5.68,0.53,0.11,2.0,LEFT,HUMAN
2025-07-31T15:51:14.173998,obj_13,MOVING,5.85,-5.974914486217942,4.635878794743845,-1.36,5.67,0.47,0.17,2.0,AWAY,HUMAN
2025-07-31T15:51:14.573768,obj_13,MOVING,5.84,-5.86608988861001,4.29882168814429,-1.34,5.67,0.44,0.15,2.0,AWAY,HUMAN
2025-07-31T15:51:14.980075,obj_13,MOVING,5.83,-5.843234705109536,4.370505075620066,-1.33,5.66,0.44,0.19,2.0,AWAY,HUMAN
2025-07-31T15:51:15.426152,obj_13,MOVING,5.81,-5.625786827566637,5.6828282726303225,-1.28,5.64,0.58,0.28,2.0,AWAY,HUMAN
2025-07-31T15:51:15.853261,obj_13,SPEEDING,7.1,-0.07391339544306792,3.666868399988879,-0.02,7.09,0.45,0.7,2.0,RIGHT,HUMAN
2025-07-31T15:51:16.211423,obj_13,SPEEDING,7.09,0.17066781603068354,3.953950302376834,0.04,7.07,0.49,0.73,2.0,RIGHT,HUMAN
2025-07-31T15:51:16.616311,obj_13,SPEEDING,7.09,0.27701180554156407,4.276172064742415,0.06,7.07,0.53,0.7,2.0,RIGHT,HUMAN
2025-07-31T15:51:17.023011,obj_13,SPEEDING,7.1,0.4491772016083403,4.854347394726206,0.1,7.07,0.6,0.69,2.0,RIGHT,HUMAN
2025-07-31T15:51:17.953457,obj_13,SPEEDING,7.13,1.572112717181712,4.9498946449652035,0.36,7.09,0.62,0.73,2.0,RIGHT,HUMAN
2025-07-31T15:51:18.301777,obj_13,SPEEDING,7.13,1.7335363345867134,4.666877065472266,0.39,7.09,0.58,0.72,2.0,RIGHT,HUMAN
2025-07-31T15:51:18.666884,obj_13,SPEEDING,7.12,1.8686001337135278,4.389930905820914,0.42,7.09,0.55,0.71,2.0,RIGHT,HUMAN
2025-07-31T15:51:35.189286,obj_11,MOVING,7.95,0.0,0.0,-0.37,7.93,0.47,0.1,2.0,LEFT,HUMAN
