timestamp,object_id,motion_state,range_m,azimuth_deg,elevation_deg,x,y,z,vRel,snr,direction,classification
2025-07-31T11:50:09.255945,0,MOVING,0.67,0.0,0.0,0.04,0.67,0.07,0.54,2.0,AWAY,HUMAN
2025-07-31T11:50:09.321997,0,MOVING,0.64,0.0,0.0,0.04,0.64,0.06,0.51,2.0,AWAY,HUMAN
2025-07-31T11:50:09.382243,0,MOVING,0.62,0.0,0.0,0.05,0.62,0.04,0.43,2.0,AWAY,HUMAN
2025-07-31T11:50:09.442594,0,MOVING,0.6,0.0,0.0,0.05,0.6,0.02,0.41,2.0,AWAY,HUMAN
2025-07-31T11:50:09.502782,0,MOVING,0.59,0.0,0.0,0.09,0.59,-0.01,0.37,2.0,AWAY,HUMAN
2025-07-31T11:50:09.564625,0,MOVING,0.59,0.0,0.0,0.11,0.57,-0.03,0.36,2.0,RIGHT,HUMAN
2025-07-31T11:50:09.625052,0,MOVING,0.58,0.0,0.0,0.14,0.57,-0.02,0.36,2.0,RIGHT,HUMAN
2025-07-31T11:50:09.685382,0,MOVING,0.58,0.0,0.0,0.15,0.56,-0.02,0.33,2.0,RIGHT,HUMAN
2025-07-31T11:50:09.775534,0,MOVING,0.58,0.0,0.0,0.16,0.55,-0.02,0.29,2.0,RIGHT,HUMAN
2025-07-31T11:50:09.851435,0,STATIONARY,0.78,0.0,0.0,-0.06,0.77,-0.03,0.03,2.0,STATIC,HUMAN
2025-07-31T11:50:09.910751,0,STATIONARY,0.78,0.0,0.0,-0.06,0.78,-0.0,0.06,2.0,TOWARDS,HUMAN
2025-07-31T11:50:09.971283,0,MOVING,0.8,0.0,0.0,-0.06,0.79,0.03,0.09,2.0,TOWARDS,HUMAN
2025-07-31T11:50:10.032024,0,MOVING,0.8,0.0,0.0,-0.06,0.8,0.05,0.09,2.0,TOWARDS,HUMAN
2025-07-31T11:50:10.092691,0,MOVING,0.8,0.0,0.0,-0.07,0.8,0.07,0.1,2.0,TOWARDS,HUMAN
2025-07-31T11:50:10.153493,0,STATIONARY,0.8,0.0,0.0,-0.07,0.79,0.08,0.08,2.0,TOWARDS,HUMAN
2025-07-31T11:50:10.213491,0,STATIONARY,0.8,0.0,0.0,-0.07,0.8,0.09,0.0,2.0,STATIC,HUMAN
2025-07-31T11:50:10.274625,0,STATIONARY,0.8,0.0,0.0,-0.07,0.8,0.09,0.0,2.0,STATIC,HUMAN
2025-07-31T11:50:10.335017,0,STATIONARY,0.8,0.0,0.0,-0.07,0.8,0.1,0.0,2.0,STATIC,HUMAN
2025-07-31T11:50:10.395214,0,STATIONARY,0.8,0.0,0.0,-0.07,0.8,0.1,0.0,2.0,STATIC,HUMAN
2025-07-31T11:50:10.458627,0,STATIONARY,0.8,0.0,0.0,-0.07,0.8,0.1,0.0,2.0,STATIC,HUMAN
2025-07-31T11:50:15.380075,1,MOVING,0.83,0.0,0.0,-0.2,0.8,-0.02,0.08,2.0,LEFT,HUMAN
2025-07-31T11:50:15.380075,2,STATIONARY,3.17,0.0,0.0,-0.14,3.17,0.19,0.07,2.0,TOWARDS,HUMAN
2025-07-31T11:50:15.450417,1,MOVING,0.83,0.0,0.0,-0.21,0.81,-0.01,0.1,2.0,LEFT,HUMAN
2025-07-31T11:50:15.450417,2,MOVING,3.18,0.0,0.0,-0.14,3.18,0.18,0.09,2.0,TOWARDS,HUMAN
2025-07-31T11:50:15.518244,1,MOVING,0.83,0.0,0.0,-0.21,0.81,-0.01,0.11,2.0,LEFT,HUMAN
2025-07-31T11:50:15.518244,2,MOVING,3.19,0.0,0.0,-0.15,3.18,0.1,0.1,2.0,TOWARDS,HUMAN
2025-07-31T11:50:15.587082,1,MOVING,0.84,0.0,0.0,-0.24,0.8,-0.01,0.16,2.0,LEFT,HUMAN
2025-07-31T11:50:15.587082,2,MOVING,3.18,0.0,0.0,-0.16,3.18,0.08,0.1,2.0,LEFT,HUMAN
2025-07-31T11:50:15.659765,1,MOVING,0.84,0.0,0.0,-0.28,0.79,0.0,0.23,2.0,LEFT,HUMAN
